date,close,adj close,dividends,stock splits,currency
2020-09-11,21.256920529158492,15.297954855701846,0.0,0.0,EUR
2020-09-14,21.381051391105757,15.3872864272588,0.0,0.0,EUR
2020-09-15,21.272114410996437,15.30889099228034,0.0,0.0,EUR
2020-09-16,21.11966379729347,15.199173776637963,0.0,0.0,EUR
2020-09-17,21.126029009332115,15.203755049827805,0.0,0.0,EUR
2020-09-18,21.01247276971344,15.122033564487083,0.0,0.0,EUR
2020-09-21,20.825570699854097,14.987524276834165,0.0,0.0,EUR
2020-09-22,20.931338112170806,15.063643240564375,0.0,0.0,EUR
2020-09-23,20.849189788951662,15.004523040968706,0.0,0.0,EUR
2020-09-24,20.874817923064825,15.022966843605332,0.0,0.0,EUR
2020-09-25,20.833114954166376,14.99295534392786,0.0,0.0,EUR
2020-09-28,21.194036440837863,15.252697961524746,0.0,0.0,EUR
2020-09-29,21.145948973941813,15.218092456186355,0.0,0.0,EUR
2020-09-30,20.944382527502512,15.07302941239277,0.0,0.0,EUR
2020-10-01,21.09571347140445,15.181939480199844,0.0,0.0,EUR
2020-10-02,21.064377977282334,15.1593882190042,0.0,0.0,EUR
2020-10-05,21.028212901203005,15.133358825623873,0.0,0.0,EUR
2020-10-06,20.79719943093062,14.967108923603178,0.0,0.0,EUR
2020-10-07,20.897726350815446,15.039454837427911,0.0,0.0,EUR
2020-10-08,20.845594354253763,15.001934072681252,0.0,0.0,EUR
2020-10-09,21.043589385582322,15.14442622483341,0.0,0.0,EUR
2020-10-12,21.097012698817252,15.182873029848679,0.0,0.0,EUR
2020-10-13,21.000087649390025,15.113122029608576,0.0,0.0,EUR
2020-10-14,21.013117758498083,15.122497353681865,0.0,0.0,EUR
2020-10-15,20.888145996979233,15.032557009852894,0.0,0.0,EUR
2020-10-16,21.08970412215308,15.177616973502381,0.0,0.0,EUR
2020-10-19,20.91161151757842,15.049445875643869,0.0,0.0,EUR
2020-10-20,20.90686747278596,15.046030266148591,0.0,0.0,EUR
2020-10-21,21.001129624627993,15.11386919682127,0.0,0.0,EUR
2020-10-22,20.955023510433193,15.080689884778053,0.0,0.0,EUR
2020-10-23,21.102792901808698,15.187031185985234,0.0,0.0,EUR
2020-10-26,20.880313097183603,15.026922357543185,0.0,0.0,EUR
2020-10-27,20.93917643502823,15.06928521139821,0.0,0.0,EUR
2020-10-28,20.91883707900422,15.054647233837386,0.0,0.0,EUR
2020-10-29,21.013437595239566,15.12272692447823,0.0,0.0,EUR
2020-10-30,21.05628936110338,15.153568483727895,0.0,0.0,EUR
2020-11-02,21.1258751246271,15.203645353951742,0.0,0.0,EUR
2020-11-03,21.171026505092527,15.236140600303997,0.0,0.0,EUR
2020-11-04,20.897423604236224,15.039233326113049,0.0,0.0,EUR
2020-11-05,21.277317463452846,15.312633122984948,0.0,0.0,EUR
2020-11-06,21.29800806055755,15.327526188211777,0.0,0.0,EUR
2020-11-09,20.811383562559513,14.977316949887154,0.0,0.0,EUR
2020-11-10,20.850874718391424,15.005734823243984,0.0,0.0,EUR
2020-11-11,20.853226645015184,15.007426592728734,0.0,0.0,EUR
2020-11-12,20.929013366940012,15.061971013278935,0.0,0.0,EUR
2020-11-13,21.110030672631183,15.192242096467908,0.0,0.0,EUR
2020-11-16,21.04302778927638,15.144021982117579,0.0,0.0,EUR
2020-11-17,21.088681840773006,15.176877420807159,0.0,0.0,EUR
2020-11-18,21.064320500685312,15.15934764691724,0.0,0.0,EUR
2020-11-19,21.084368368249898,15.173774239762679,0.0,0.0,EUR
2020-11-20,21.05511031802598,15.152716552884158,0.0,0.0,EUR
2020-11-23,20.947243217103278,15.0750915879471,0.0,0.0,EUR
2020-11-24,21.109155780136007,15.191614033800988,0.0,0.0,EUR
2020-11-25,20.952880638594138,15.079146803131493,0.0,0.0,EUR
2020-11-27,21.073352311453164,15.16584899074087,0.0,0.0,EUR
2020-11-30,20.690876680329893,14.890592868605381,0.0,0.0,EUR
